"route","ssnt","ssme","ssnti","ssmei"
"840_82_013",-1336.00866327049,-720.144168772667,-4185.59937322263,-4178.45076877718
"840_82_015",-1634.47632063585,-880.907363785745,-5605.13077420144,-5599.57250572366
"840_82_016",-1856.04489229028,-930.335272784695,-6467.31064950864,-6466.61438191769
"840_82_017",-1362.24243968732,-725.079871646016,-5738.81488062232,-5725.36486032329
"840_82_018",-1808.15136111347,-848.882606282924,-4914.0299367406,-4904.65856030902
"840_82_019",-1749.0706458056,-789.538461577263,-5762.0254471957,-5772.75653652617
"840_82_020",-1224.19375852974,-661.006789082686,-4501.84027659532,-4503.29005683982
"840_82_021",-1066.55378676713,-685.367695753042,-3220.23213690869,-3219.30544942487
"840_82_022",-1333.8958575261,-690.162770578816,-4942.52265917071,-4941.76531875654
"840_82_023",-1486.97877184432,-788.7810339908,-5404.18724888638,-5418.10580107486
"840_82_025",-1506.4091879594,-846.640221121745,-4399.58030459318,-4393.61123715755
"840_82_026",-1887.62115946381,-881.508197750869,-5421.09580899691,-5420.44259292875
"840_82_027",-1440.26257426181,-867.283058867047,-8031.01035789048,-8049.91874891427
"840_82_029",-1272.53371373977,-789.008734547791,-4834.56728233644,-4839.6852746701
"840_82_034",-1317.18708881846,-719.338074580861,-4471.63533793255,-4461.77926327909
"840_82_040",-1050.9061932696,-648.414369578228,-3986.25593063818,-3994.51679099493
"840_82_041",-1005.42876992758,-770.108194493242,-5381.84652700501,-5395.62610157202
"840_82_042",-894.568246131413,-578.71545962172,-2334.44590005256,-2330.79202009573
"840_82_114",-1450.51643666244,-747.43259706696,-4378.07879597534,-4370.70553286306
"840_82_128",-1509.56301745701,-745.245920189576,-3717.79754018535,-3723.88807862417
"840_82_130",-1245.75043889656,-711.435928835339,-4675.88032192579,-4670.01311727376
"840_82_135",-668.663599337389,-470.017288346569,-1801.24441694189,-1803.38704036843
"840_82_139",-827.869451398211,-608.007146124222,-2805.52227859491,-2806.22929319183
"840_83_001",-1786.52515881714,-852.547788493199,-13082.877327731,-13130.0804026303
"840_83_002",-1252.64909189307,-689.130656258767,-5683.78946397557,-5687.88763873034
"840_83_003",-1227.28283557747,-701.303786667691,-5742.70120778394,-5754.32290229215
"840_83_005",-1321.03902233449,-590.308851905577,-7183.86999472806,-7199.84751775629
"840_83_006",-591.547915015751,-407.187550136176,-4480.41086669642,-4499.98171034814
"840_83_007",-1148.99086559107,-666.845544488154,-4480.90543917121,-4483.75467774952
"840_83_008",-1100.05803242232,-632.261326083301,-4164.49623138556,-4156.75352152533
"840_83_009",-2130.5521201279,-754.779346256733,-7812.54451150603,-7820.36866564007
"840_83_011",-1462.79322024987,-579.643109580548,-5558.21983982604,-5573.68262463829
"840_83_013",-2592.79472559906,-862.83769915523,-19432.4215930848,-19464.8161795407
"840_83_015",-1174.85432532818,-706.002197653502,-5176.92150915126,-5187.5968026122
"840_83_016",-1422.6725479024,-820.967106919272,-5433.57295572248,-5439.31890395073
"840_83_017",-2178.48261882638,-984.792516449299,-7683.31555752909,-7705.7569262882
"840_83_018",-1437.03211484956,-731.525770265211,-5181.53986474585,-5188.51404585357
"840_83_019",-1042.4145238655,-498.301276040197,-4051.77185418378,-4060.16158747181
"840_83_020",-753.08581099576,-472.098518198334,-2310.41987566396,-2310.10122525481
"840_83_021",-639.853877666688,-472.406880470048,-2675.13325303819,-2675.56007219151
"840_83_022",-1461.27012823581,-853.696057031792,-9297.94075438273,-9319.52028876006
"840_83_023",-1400.57931938463,-765.326114810111,-8206.39220737545,-8223.89436146182
"840_83_024",-1159.20103501394,-567.225592830403,-4024.24722891309,-4033.4206329054
"840_83_025",-1390.43058291197,-648.148083599309,-6547.75555298193,-6567.6363065749
"840_83_026",-1195.99026528432,-579.694792028094,-4599.02063131138,-4612.08322243063
"840_83_027",-708.385399071351,-502.465113302941,-2389.70593075537,-2395.19265584989
"840_83_029",-888.286067516311,-529.584883880184,-4152.3014967891,-4160.75037465517
"840_83_030",-1371.94104080633,-728.823267694836,-5550.06806398565,-5548.93437978561
"840_83_032",-1423.68040238631,-687.647121057603,-5176.3811725291,-5179.19435488022
"840_83_033",-1010.79328293638,-562.131047279066,-4108.60312461578,-4107.52050054078
"840_83_034",-847.415589028211,-424.446962123269,-2589.48127454928,-2605.64677433955
"840_83_041",-1240.30633353738,-643.887747544178,-3792.65523357203,-3808.97227491802
"840_83_042",-953.883741544966,-544.098940048001,-2393.69237360085,-2404.37029846656
"840_83_043",-1052.20253391247,-510.419411095426,-2867.82372297673,-2880.74946363848
"840_83_044",-947.848398771325,-548.81834811629,-3645.93657275168,-3654.49905810461
"840_83_045",-1384.78884053103,-704.902865973443,-5854.35606237303,-5873.90271035412
"840_83_048",-784.680781643049,-469.355456135173,-2502.66363529064,-2506.21820417102
"840_83_049",-1165.51694348552,-550.051817382343,-4588.4513104773,-4589.1211017224
"840_83_050",-1354.07115476702,-668.729865353483,-5650.95795659703,-5665.47359787805
"840_83_051",-1487.24608311746,-618.773159129018,-4967.76007140264,-4984.83532238874
"840_83_052",-1092.16490329163,-576.151443982214,-3220.03770908134,-3229.32272909567
"840_83_053",-1837.62426966223,-556.031410731237,-7194.60784991536,-7210.06935825663
"840_83_054",-1418.29490430815,-739.251714532202,-4568.42555551139,-4579.44449797471
"840_83_055",-1274.58328297427,-683.425420316699,-4145.74308697529,-4164.70497079232
"840_83_056",-1293.04023976102,-732.450417919644,-4392.4244277096,-4409.36904452916
"840_83_058",-2989.6191214601,-788.133170173308,-13851.6750139669,-13915.3701915328
"840_83_060",-1400.76911986553,-736.564689537581,-4956.15790145647,-4959.85941884408
"840_83_063",-1107.36529669429,-624.656678983646,-3902.84421893606,-3902.70626471404
"840_83_064",-1277.77259303762,-613.092707116618,-4113.7000817915,-4118.90068990773
"840_83_065",-776.564780911183,-467.572271010012,-2732.05912775611,-2743.83253545793
"840_83_067",-1161.16641092542,-544.376804919774,-4745.61446066634,-4765.95102403337
"840_83_068",-1135.2932563562,-694.926613052619,-3838.59675553308,-3844.79876293688
"840_83_069",-488.381056772614,-376.788353942699,-1414.51994023415,-1415.27596279672
"840_83_070",-1432.97282805318,-708.629731825017,-8219.15022833215,-8241.10269505168
"840_83_071",-1526.72831487639,-787.606216038773,-7842.93612329209,-7854.69536516362
"840_83_072",-1883.20688760715,-738.229981634573,-7215.17694689561,-7211.91834813042
"840_83_074",-1296.08013919954,-676.719025630369,-5202.58474993613,-5214.12805304011
"840_83_075",-1532.25530813038,-739.408312064026,-6805.1531954968,-6818.94099457198
"840_83_076",-2589.27246556465,-811.7818151438,-10788.7856650147,-10819.7491145885
"840_83_078",-807.410336397484,-512.460029260391,-3945.75656311245,-3949.70140750867
"840_83_081",-1496.3954064578,-673.263136492168,-4112.68505735027,-4125.72136455746
"840_83_082",-970.389810479793,-427.45098418964,-3176.57683528546,-3182.06484612178
"840_83_085",-757.881623718639,-387.960808331029,-2047.9311049722,-2050.28896509957
"840_83_088",-1103.9649380282,-510.072695756544,-3930.04385695499,-3937.81000958276
"840_83_090",-578.17655917333,-338.670719289968,-1566.26159338344,-1564.50357002237
"840_83_092",-1376.97773394632,-725.418150948103,-6663.32753386341,-6675.8485404671
"840_83_093",-612.713016843444,-365.778610406832,-3013.0288901379,-3020.54384254406
"840_83_094",-605.573341875233,-453.316940458184,-3358.35670588392,-3369.02421326999
"840_83_095",-607.368416131061,-373.222603840134,-2029.06618632093,-2029.86642855039
"840_83_096",-672.986964773466,-420.280082234555,-2679.37090899949,-2678.63940695997
"840_83_097",-991.783988444756,-569.475600464219,-7021.58856813795,-7035.90690348293
"840_83_098",-1507.24447765043,-600.320528407808,-11450.6853526298,-11473.1975307637
"840_83_099",-331.904964940018,-253.870789156408,-894.636993861532,-897.614837163994
"840_83_100",-1034.26491763407,-490.015879899978,-4358.19395802957,-4378.2828631912
"840_83_101",-608.353206375354,-364.695550977047,-4199.04706241008,-4210.06338469921
"840_83_103",-1223.32011932264,-432.101527723276,-7216.52278951353,-7231.00157289948
"840_83_104",-616.520671119137,-397.735315380813,-2797.60902886003,-2799.7442631837
"840_83_105",-479.752794480002,-361.246875431633,-1968.33896032416,-1976.94992187428
"840_83_106",-1331.26273987119,-664.571068642549,-5837.07398266956,-5843.40214310853
"840_83_107",-1199.80769962446,-593.102943584839,-5290.07650623463,-5295.76653957674
"840_83_108",-527.632293268121,-381.690101123239,-2376.33543721641,-2379.72946321391
"840_83_111",-586.115350016043,-394.846336883437,-1990.75253077577,-1992.15374193955
"840_83_112",-948.843788801217,-499.039281585843,-3415.66589689125,-3430.44138494891
"840_83_113",-1258.90550119511,-596.847843839325,-3434.30182814718,-3442.18718350542
"840_83_115",-750.058092830196,-572.43874565868,-2539.86903689496,-2541.59473603741
"840_83_135",-1301.59190935705,-624.648529062112,-4156.54352224605,-4166.79059674913
"840_83_136",-1620.45985037218,-766.116197076966,-5409.42663570669,-5422.57837023723
"840_83_139",-1243.10290780438,-707.859724169681,-4636.66075187136,-4643.3224371127
"840_83_140",-1460.14308574982,-727.257720060762,-3928.56805708489,-3937.15582102132
"840_83_147",-843.387663618557,-615.401501339234,-3250.96186378232,-3267.89640613231
"840_83_159",-1383.73919673174,-756.124815800693,-5459.92276644032,-5472.51490277617
"840_83_179",-576.249449956754,-393.381780849413,-3212.32700176666,-3221.0327319304
"840_83_184",-981.196725738238,-583.281936449202,-3302.58326886711,-3316.78352067061
"840_83_189",-812.090729300019,-395.147698927707,-3482.62664756092,-3489.0184691208
"840_83_204",-1385.13592948611,-728.314657330789,-5936.4634456004,-5938.95168887817
"840_83_214",-1414.43280863052,-577.082108460101,-4061.57628398854,-4069.11963486733
"840_83_237",-740.278625339996,-461.154958023733,-2138.58282118479,-2146.33465426899
"840_83_273",-1325.23947772816,-618.254469168223,-6011.33123900301,-6012.59294011469
"840_83_301",-1591.97148336833,-657.400815688387,-14586.594479637,-14623.0109168919
"840_83_302",-1595.56296599867,-874.013900001496,-6872.43305540847,-6878.49483724718
"840_83_303",-1148.22337337526,-703.817588796534,-4401.78932341865,-4400.08653523422
"840_83_304",-985.9601463257,-553.41596688199,-3641.25981973223,-3643.65870982119
"840_83_305",-1224.5779857188,-704.801014884378,-6145.40667606382,-6161.45381312903
"840_83_306",-1503.39684045217,-682.993451139259,-6780.54314865096,-6801.4106353945
"840_83_308",-733.584476461238,-489.541081823094,-3661.71389320675,-3675.09198264836
"840_83_309",-2150.23888050379,-840.481389655788,-7521.54935973609,-7525.51228618539
"840_83_311",-776.383319111769,-608.488447514777,-2854.01034636942,-2863.99849796323
"840_83_312",-905.351050619919,-604.200810133057,-4622.10149548644,-4636.49555583399
"840_83_314",-1363.56736053355,-615.778153252244,-4303.76367319915,-4311.80493845526
"840_83_315",-1362.51639474779,-761.38558026869,-4957.66463079319,-4956.19050456919
"840_83_317",-3038.98384844405,-882.850862375275,-8172.91262855744,-8170.75480808552
"840_83_319",-776.74237041902,-410.621672807174,-2476.55117596188,-2476.80863652223
"840_83_320",-1355.5172222815,-609.703120759676,-4406.4395281628,-4419.33141604705
"840_83_321",-1175.30567777325,-588.93306726183,-3287.96954449416,-3296.49725920294
"840_83_322",-1208.40164138532,-641.34990229794,-4358.39485400823,-4365.91810341265
"840_83_323",-1047.39630854136,-531.025116518904,-3906.6797626559,-3918.14689805922
"840_83_324",-840.194875341097,-554.179947335106,-3309.84390203052,-3317.93729149319
"840_83_326",-1295.08328833737,-514.167422939015,-3248.53913900317,-3253.42859491145
"840_83_327",-667.046208775647,-335.514178235647,-1781.73181840174,-1786.64222630134
"840_83_328",-1105.11742575077,-586.047179681105,-2990.9231747293,-2998.66818335267
"840_83_329",-791.61438744564,-432.717401545698,-2439.40833570021,-2440.45335029496
"840_83_330",-483.576273684032,-349.638507160981,-1628.96845082477,-1631.97823013977
"840_83_331",-614.919172887434,-422.556233391061,-1718.18689580739,-1726.04211484098
"840_83_332",-912.508165528507,-523.780287002391,-3275.63841634585,-3280.7862739621
"840_83_333",-1223.47620875649,-635.996081783996,-3358.21914540735,-3366.00331900869
"840_83_334",-1209.10286405946,-562.177829421154,-4219.17600954623,-4234.24277512477
"840_83_335",-786.973790458672,-558.335923491162,-2608.51971101773,-2627.20380058193
"840_83_336",-3262.98888354251,-882.186094320648,-14050.4886561451,-14103.1259632748
"840_83_337",-1223.8588992513,-619.447832720238,-4737.99384241567,-4741.21647131786
"840_83_340",-923.617183645594,-460.953928556553,-3268.74543759796,-3280.64807717559
"840_83_341",-795.430120365097,-463.551396747301,-3118.35872471888,-3117.76130430988
"840_83_343",-327.411434045635,-218.717407478432,-1011.56141819782,-1010.57033844019
"840_83_344",-372.273430496656,-278.470328683159,-991.576754510365,-991.914014334594
"840_83_345",-1024.16177056538,-508.714331271562,-3239.79385404976,-3245.24462007546
"840_83_346",-823.124750571386,-498.014820257245,-4886.55048707787,-4903.0761840629
"840_83_347",-993.156554914325,-580.757712486092,-3015.9651741905,-3025.91726437137
"840_83_349",-990.654925986511,-552.382018889954,-3548.58795178203,-3546.92195451336
"840_83_350",-1835.96575282992,-833.006527119039,-6844.61889391854,-6853.63917979517
"840_83_351",-671.378658790377,-496.224709794112,-2373.92636266499,-2380.85194567572
"840_83_352",-1885.53486654042,-640.6541927004,-6409.23489958757,-6434.4627239546
"840_83_353",-1027.8809366044,-580.596677857856,-3734.63761742018,-3739.47443597592
"840_83_354",-1095.59894435613,-489.36253857905,-3298.27278861186,-3297.90632106512
"840_83_355",-527.077847693678,-387.565855012399,-2887.88646492019,-2897.66500704738
"840_83_356",-614.469357626362,-431.981124344216,-3046.57846244657,-3050.62059443034
"840_83_357",-1176.54669354032,-655.942068446616,-4536.18146490655,-4545.49829626905
"840_83_358",-972.586439443311,-615.614916198781,-3021.12119350994,-3028.89969877596
"840_83_359",-1174.10073621499,-623.266977836636,-4026.57805114579,-4036.12792484877
"840_83_360",-590.841592869362,-417.398623755194,-1755.20815296839,-1753.87111739085
"840_83_361",-913.667077218155,-569.231810058448,-3637.97493544271,-3645.53482737613
"840_83_362",-546.442827415108,-481.105525849858,-3128.16601525779,-3134.39928729622
"840_83_363",-1077.10507782096,-582.48009188137,-3791.8503883307,-3796.02030923429
"840_83_364",-1141.51787958233,-681.16051840326,-5134.00625690451,-5143.24865383593
"840_83_365",-584.198260699214,-421.779109901379,-3343.54141867068,-3347.79107366749
"840_83_366",-894.459052358607,-452.032186016416,-3645.07514286439,-3653.57657971935
"840_83_368",-812.297680167667,-527.844718263872,-4306.14175042573,-4314.93709558785
"840_83_369",-739.688091696947,-344.825559140923,-4610.0988207962,-4623.26376815437
"840_83_371",-622.467758034307,-405.597798372716,-3737.19498190345,-3743.23758352671
"840_83_372",-330.208017415058,-281.749095216953,-1956.22917672511,-1965.36003355887
"840_83_374",-621.4951735076,-360.438642237079,-3227.27974867664,-3234.08938162045
"840_83_375",-819.480283695606,-401.267989216538,-5023.43305011797,-5038.62565512624
"840_83_376",-919.856020304632,-386.247312792799,-4576.58456658248,-4590.29691342281
"840_83_378",-1498.18883203302,-733.980394236921,-3937.53048806693,-3941.75644768485
"840_83_390",-1120.30195539574,-582.455178536386,-3509.74515238217,-3519.12429334887
"840_83_391",-588.517355431157,-406.69684877234,-2660.62116714542,-2674.77599338591
"840_83_392",-782.872594162951,-434.626307089637,-2545.2761516726,-2548.85707690553
"840_83_410",-1172.37761208821,-683.668033981086,-4712.8240371668,-4721.55755534759
"840_83_418",-1102.30632075387,-500.561651940484,-3389.61890546249,-3401.49638711019
"840_83_438",-953.394748649416,-517.049388603767,-2989.33607523175,-2998.577255086
"840_83_439",-1667.07597123861,-710.168183892431,-5795.95651895428,-5805.52872291242
"840_85_004",-622.425398775779,-195.859184073385,-2205.15614697491,-2213.8768399532
"840_85_008",-644.933252358524,-413.213847143474,-1958.12621798236,-1965.43714163799
"840_85_010",-705.343557425399,-462.146163602265,-2142.84223617824,-2145.80139742362
"840_85_011",-1902.52274654376,-656.409837170858,-9518.36018026667,-9546.38575246648
"840_85_012",-373.246404328223,-256.571875429806,-1221.98943320184,-1225.37791988237
"840_85_015",-800.263621927175,-624.837114212515,-2421.59914172418,-2430.54564556308
"840_85_017",-779.318542891736,-340.888947190115,-2247.70397709681,-2259.26248900126
"840_85_019",-598.319340466484,-371.621117172549,-2019.58390268173,-2022.50470760013
"840_85_020",-1332.88089967633,-660.848743090987,-3248.06679222527,-3257.51031478743
"840_85_021",-817.833737185231,-519.050609500763,-2084.15268642218,-2087.39897600322
"840_85_022",-312.004821770283,-217.035069460595,-740.150750161577,-740.117249448994
"840_85_023",-801.04632731612,-438.50583607198,-2031.80330190938,-2037.81208348767
"840_85_024",-1391.542355116,-796.165781982205,-3848.32562644915,-3853.63039768082
"840_85_025",-452.301756271843,-290.983016334593,-1542.51884240435,-1548.23197867536
"840_85_103",-1116.93603509267,-559.180737167222,-3285.23487705383,-3282.68844948447
"840_85_104",-388.851925139664,-273.38720309098,-1485.49362710152,-1491.51677428417
"840_85_105",-691.086036864657,-373.778669878237,-3087.57392869618,-3106.27681472288
"840_85_108",-1062.54905114931,-557.536435846576,-2728.17611427953,-2739.74711811529
"840_85_109",-211.887798733916,-116.170045914162,-669.996253702607,-675.077746047595
"840_85_112",-474.500887040714,-303.491615247268,-1282.7442980848,-1288.15377068571
"840_85_115",-630.061507252206,-420.215329026523,-2139.01558052215,-2146.48987394224
"840_85_117",-199.007398125222,-167.777089172085,-463.987568117694,-464.869442839352
"840_85_118",-391.74141159129,-228.824278287593,-1101.74761263858,-1102.14884565398
"840_85_119",-584.374990753984,-395.000833564196,-1873.96667759032,-1885.66978909884
"840_85_120",-396.837988619404,-230.495244392497,-823.274908662255,-824.363455354506
"840_85_121",-781.911600074423,-521.072212459542,-1956.0183076696,-1969.89524618259
"840_85_122",-178.330998701061,-154.646091155195,-317.630778266501,-318.59784903653
"840_85_123",-427.279115310419,-279.850835872778,-1069.59054258406,-1069.7633009388
"840_85_152",-3339.63164692225,-965.46069978681,-21283.523501489,-21295.5683581276
"840_85_153",-2123.75002498703,-926.028439906602,-8004.23670800667,-8031.27425038847
"840_85_155",-1013.05205477194,-543.412322169469,-3716.41440745341,-3731.46412256851
"840_85_156",-675.280534362152,-425.281184793685,-2183.31948937298,-2186.35466375238
"840_85_161",-580.14152081165,-468.395043644061,-1966.4237418305,-1967.74482023697
"840_85_162",-533.968498635172,-353.130561397023,-1504.68468192075,-1514.65620681243
"840_85_164",-622.062734318975,-206.549102382865,-2691.3578278452,-2702.28001047458
"840_85_165",-1289.72771638464,-625.209018227048,-3961.34781475324,-3973.11957243624
"840_85_166",-544.103673606608,-434.25697253713,-1336.89142473845,-1332.35260523913
"840_85_169",-640.326281415332,-361.708845702617,-2205.31188127385,-2208.63070331513
"840_85_170",-1311.77440477593,-531.800703985339,-3873.2839928715,-3875.9121562926
"840_85_171",-169.427574437146,-130.719591030247,-587.041342463375,-587.304989052538
"840_85_172",-238.818145844111,-175.026654751575,-547.543136425321,-546.406861730452
"840_85_173",-570.377533853254,-413.416160445746,-1181.41828446275,-1180.1261486758
"840_85_174",-856.027641175442,-581.093905231268,-2397.20599954501,-2399.39472778501
"840_85_203",-655.280416122101,-526.673225127355,-2875.89660485288,-2886.21266939484
"840_85_206",-846.367154449741,-593.274877284343,-2557.70866735796,-2564.75819997977
"840_85_218",-847.334528396178,-464.265321702643,-2286.33919228285,-2296.74090403004
"840_85_251",-352.179534568579,-179.105712649314,-1759.05886379276,-1773.93331124444
"840_85_301",-796.720595720519,-552.184525030641,-3041.97992899698,-3052.04989764552
"840_85_302",-761.77544463587,-429.445188684448,-3540.86728633947,-3546.49408860413
"840_85_304",-286.273283097553,-170.059794505913,-912.571625648733,-920.176819566324
"840_85_305",-949.190807582135,-473.377301690795,-3869.20479196966,-3881.91381493931
"840_85_308",-734.24427888698,-504.418426293642,-2981.67966811208,-3000.2806137767
"840_85_310",-715.726515423699,-378.966901347437,-2894.95299733038,-2905.64753434968
"840_85_311",-973.336807379871,-613.510789439228,-3345.85934750955,-3355.66739771159
"840_85_313",-426.203902210322,-251.808575099296,-1462.16051977466,-1464.53478913494
"840_85_316",-1058.3993291229,-587.665493811098,-2603.05035985488,-2610.98093281434
"840_85_317",-397.55422574512,-218.559073230519,-1264.56039838504,-1272.12577183814
"840_85_318",-378.034257756842,-230.111915456702,-1295.96599030277,-1298.87063044097
"840_85_319",-1208.54694947141,-722.780498217827,-2891.18399277363,-2891.1984114592
"840_85_320",-1208.33051612973,-726.688065933203,-3110.58602109905,-3114.65516987927
"840_85_321",-608.4922352121,-430.366006301305,-1466.94071615636,-1473.42265081603
"840_85_323",-672.025813375044,-418.282701370191,-1838.05271177402,-1833.52459477333
"840_85_368",-758.236172431268,-519.25353742446,-2024.65983365203,-2027.52244470314
"840_85_412",-720.970290030871,-528.970550014085,-2355.35492097146,-2359.98736157718
"840_87_002",-1323.64777661466,-741.88110011676,-4973.53022077261,-4963.14923777145
"840_87_003",-536.161594253669,-432.220931086223,-1548.7540518008,-1552.15764917123
"840_87_005",-874.663496895251,-612.15543202333,-2654.15081539698,-2659.7469128103
"840_87_006",-990.847452630863,-693.833175492045,-2924.45469210674,-2927.6835239191
"840_87_007",-918.790917776022,-658.091882576099,-2786.17240944677,-2793.60118063119
"840_87_008",-532.007891830297,-450.987320740003,-2233.81403556384,-2241.54173301204
"840_87_009",-921.891668787044,-694.121250150015,-3619.51179208637,-3628.35623694204
"840_87_010",-1594.20338097355,-810.256880783743,-4477.91959531672,-4488.94042439157
"840_87_011",-1133.75752856029,-766.10119084913,-3387.05865590633,-3398.35349722329
"840_87_012",-721.99949346548,-494.593387248004,-2629.80463085897,-2623.89239406089
"840_87_013",-768.594106525671,-552.17206827188,-2083.07667020852,-2087.20143574487
"840_87_014",-1065.16305140487,-704.389514019427,-3151.78521612282,-3159.17316125592
"840_87_015",-766.859441917861,-603.819908214717,-2643.06240436573,-2646.84302459146
"840_87_017",-972.845021578267,-679.291332383776,-3378.97327139707,-3382.67572220914
"840_87_018",-1164.70147540025,-644.170705477987,-3148.82316083492,-3159.34010819898
"840_87_019",-956.641222161754,-704.752013252287,-3966.82287340457,-3968.82948384835
"840_87_022",-1075.91331057126,-704.811625005477,-4745.43219630574,-4770.2879304332
"840_87_023",-821.871067042467,-518.170925716739,-3024.22770881673,-3040.33413147525
"840_87_116",-638.836913905941,-525.399348179723,-1759.98888926534,-1759.96568510985
"840_87_120",-656.499897723522,-549.481015923207,-2149.41579162012,-2155.43105754491
"840_87_121",-1046.07275741899,-640.148555062493,-3852.39880586999,-3869.64136211359
"840_88_003",-787.793718999941,-575.564751434827,-2078.7505051013,-2077.27862379605
"840_88_004",-1304.99806457438,-782.423886183597,-9766.98247546999,-9796.18505075695
"840_88_005",-1623.00848551482,-813.294492642601,-6829.47680310663,-6836.67351942598
"840_88_006",-1075.2169181948,-706.967644882098,-4283.42272427709,-4280.33260619846
"840_88_007",-1342.92422867161,-742.545689664506,-5192.8636513977,-5190.02871846473
"840_88_008",-1555.85375112946,-792.387853620764,-4785.71426284214,-4787.6202546925
"840_88_010",-1935.40345199006,-907.135435594141,-6446.09508632721,-6435.91288277111
"840_88_012",-981.217060943728,-618.282042526426,-3804.00383881902,-3801.92072733953
"840_88_013",-831.579465191242,-635.991155737672,-3049.20257435544,-3056.95037998039
"840_88_014",-607.851131153944,-455.494779139336,-2043.2084177899,-2042.49627865719
"840_88_019",-1957.3883446539,-911.670903987121,-5320.20950106167,-5324.47319879652
"840_88_020",-1290.35494244554,-713.052723230728,-4506.0701605301,-4521.27616909006
"840_88_021",-957.5992058486,-632.116426503106,-2623.72458129743,-2627.40760240564
"840_88_022",-786.594431407238,-562.013442506216,-2559.63702172745,-2549.24619799655
"840_88_023",-1140.73307982631,-650.011391912676,-2975.06435969302,-2969.46105567044
"840_88_024",-942.445661646567,-685.873220529947,-3171.64439622437,-3178.47791906287
"840_88_025",-1136.03509646551,-682.231331433855,-3280.49394271132,-3282.8084649244
"840_88_026",-1327.48661967294,-725.931119178509,-4335.57633381816,-4332.01488200534
"840_88_028",-889.02509977806,-612.996221161635,-2713.80311792593,-2707.69565497562
"840_88_029",-1109.25302992553,-709.252822193656,-4080.51957567691,-4089.45424811829
"840_88_030",-1383.23195668036,-822.695470479615,-4633.36433756215,-4647.35568590199
"840_88_031",-1000.71135349617,-614.803830637258,-2282.97916558005,-2279.18989616859
"840_88_032",-979.554236486283,-676.776958101098,-4297.03116162965,-4314.34477279481
"840_88_037",-969.628206457197,-576.87652686995,-2456.58376009893,-2452.5840840612
"840_88_039",-739.725746841901,-575.363715642645,-2753.73383505226,-2763.06072638898
"840_88_040",-1355.68168344742,-695.543333809837,-4740.73503565795,-4748.62336722318
"840_88_041",-1069.83818608194,-624.951255183257,-3463.93562229533,-3466.73461597345
"840_88_042",-1568.26354026521,-862.158615827684,-5896.62359133653,-5887.79413334054
"840_88_043",-1582.88729745895,-795.759402701275,-5431.90245050461,-5427.66012050481
"840_88_044",-1195.02532761118,-696.764778808057,-3725.50428948615,-3719.77340074626
"840_88_046",-1208.71664247245,-801.459424881012,-6141.81467726663,-6152.84900560773
"840_88_047",-1001.39799466919,-658.234476580199,-4386.26774857474,-4390.50532604573
"840_88_048",-1395.58502097667,-808.901938501561,-5231.66317792704,-5238.87629524512
"840_88_049",-1397.41227824315,-666.374475878894,-4455.45551555838,-4447.7398454361
"840_88_050",-1256.32116883012,-711.011287055566,-4614.05376100491,-4619.91779163095
"840_88_051",-1749.39179701566,-837.736862355335,-6068.54193581628,-6072.03964258102
"840_88_116",-1320.20831444241,-725.542448182845,-4775.38071962549,-4774.97400616559
"840_88_134",-790.622576283264,-554.082110318341,-2698.28415022114,-2707.77623465088
"840_89_001",-1469.00726823671,-591.166789635219,-4766.89522004499,-4776.72760445011
"840_89_002",-1967.1311917373,-834.045431752423,-8099.82964804623,-8112.16027065126
"840_89_003",-1305.56621153634,-594.322166795032,-4796.79171816509,-4802.34384166318
"840_89_004",-793.587744789008,-500.026049121612,-2419.47456152836,-2424.45500050361
"840_89_005",-1151.60166025673,-766.966393097679,-4722.64044589411,-4744.10357603437
"840_89_006",-2078.67263604186,-755.723242995681,-7637.29236720398,-7652.6416629574
"840_89_008",-1330.03755539378,-725.740343691677,-4257.3022149912,-4259.65020975077
"840_89_009",-1341.18168515163,-566.119634764786,-4610.77351526711,-4622.15531075693
"840_89_010",-928.105937755225,-548.276451916619,-2934.15652153743,-2939.26662675386
"840_89_014",-1316.49556769353,-646.743803932698,-6113.87859034041,-6121.98415860775
"840_89_016",-1057.51455194083,-703.858051857226,-3374.79032931778,-3382.78564764493
"840_89_019",-1425.91258318638,-682.226480769559,-4177.92874978909,-4194.29442926497
"840_89_021",-542.767739012321,-289.824380405841,-2305.44664948639,-2309.82350754888
"840_89_022",-799.390096036763,-396.903786749921,-2971.87982448754,-2973.28417762668
"840_89_023",-518.575004791878,-432.121205424954,-1683.03792304802,-1690.54281216452
"840_89_024",-1437.60197691312,-693.033086299893,-7364.2349924755,-7375.73762904343
"840_89_025",-742.644010207439,-502.364342544361,-2462.93220111477,-2461.99274203666
"840_89_027",-892.918213582058,-576.764685777462,-3486.6489647512,-3493.3866739492
"840_89_028",-576.635922381677,-406.753016569092,-1800.35203168502,-1806.14122455315
"840_89_029",-722.778951739732,-481.519431503087,-2060.14848194093,-2062.47114280787
"840_89_030",-1430.83998300609,-883.961190471571,-7407.79512661806,-7418.03987033084
"840_89_031",-651.521887596395,-438.458860497261,-1387.84620587536,-1390.98270085814
"840_89_032",-1189.93609924147,-641.065190826273,-2646.30247761094,-2661.02587523362
"840_89_035",-1059.97707441159,-538.307234315542,-3804.63672649026,-3812.54729040429
"840_89_036",-1223.06935267554,-726.809292955163,-4427.60864104888,-4426.60377664128
