"route","ssnt","ssme","ssnti","ssmei"
"840_47_008",-691.553919210053,-501.67898753424,-2458.78360849335,-2464.5955315436
"840_47_009",-810.131062618046,-587.567054749585,-2611.0488784988,-2625.13006298772
"840_47_010",-755.124743178326,-563.183309334485,-3177.55864205115,-3180.61131846136
"840_47_011",-1393.72989563415,-682.574634460467,-4460.90658021117,-4473.48269773963
"840_47_014",-676.09231421088,-544.223441253041,-2580.71356492777,-2579.5603770171
"840_47_015",-956.610763553608,-689.523803759176,-3132.91628815247,-3129.78719804063
"840_47_017",-1390.21534055931,-761.128705953162,-3612.76922909105,-3609.50163175139
"840_47_018",-986.955797567419,-662.772745765064,-3062.58701409303,-3057.94322853084
"840_47_019",-1336.65475658166,-793.00050867406,-5168.0037162362,-5171.4242851234
"840_47_021",-924.753806049004,-675.114528052614,-3583.94835834909,-3589.9085808016
"840_47_022",-1211.27806086937,-716.831776746012,-3546.27464416483,-3545.54566579325
"840_47_102",-629.152341803024,-474.585982860964,-2423.67898365216,-2423.3251249522
"840_47_112",-1104.87032898779,-632.517258022421,-3217.4092325531,-3228.04782451172
"840_47_120",-807.406162727457,-655.998220310946,-2345.51778887284,-2349.55879681949
"840_49_001",-1006.96709598761,-594.169464931541,-2779.74178457057,-2778.13543453322
"840_49_002",-955.256817136314,-574.231602226422,-2629.70993060996,-2631.73071293281
"840_49_004",-1576.11731341243,-848.603059803926,-4688.45391499923,-4696.54505440935
"840_49_005",-1362.2918842444,-814.892223269005,-3563.06380696187,-3572.94615078097
"840_49_007",-1779.51499838592,-906.672917121876,-4773.33052011699,-4783.89128222254
"840_49_008",-1351.42865739915,-763.510759659747,-3101.50236391418,-3112.03748273441
"840_49_009",-1161.56508636075,-672.66147904036,-3769.3979293364,-3769.38074789607
"840_49_011",-764.071285669979,-518.184546203347,-2119.02450052225,-2121.3244741972
"840_49_012",-1453.44146659852,-790.696142831786,-4322.42452045047,-4327.04182801151
"840_49_014",-731.188726960996,-519.051673558097,-1996.6675537407,-1996.65561335003
"840_49_015",-670.255281406358,-505.254999898823,-1962.03812351082,-1976.74456611236
"840_49_016",-511.578257188772,-383.930092644806,-1068.97414438768,-1072.55306494528
"840_49_017",-1334.80830780005,-891.890833120291,-4094.41402744161,-4102.36204664647
"840_49_018",-1004.49403385923,-704.298726256311,-2642.82726266746,-2644.73840730816
"840_49_020",-1907.14866340428,-871.140470492623,-7993.87889943408,-8015.65822104345
"840_49_021",-1333.19746445405,-788.921388267649,-5126.60457043358,-5126.63252111117
"840_49_022",-1231.05615951263,-646.857731772898,-5668.3498810953,-5683.14211053762
"840_49_023",-1265.05740289715,-774.304848179623,-3288.86367441527,-3304.44746760223
"840_49_025",-1717.35306990636,-799.869613645251,-4138.02588570066,-4146.90685127204
"840_49_027",-1814.75023949764,-977.187875823275,-6982.72725361947,-6994.35154877552
"840_49_029",-1456.36459688194,-845.906002265429,-5441.30371445391,-5457.39769094847
"840_49_032",-2136.63252650612,-920.100967391384,-6032.46911642768,-6031.40076588158
"840_49_033",-1474.04916538745,-738.777770363894,-6155.9961971912,-6178.28160530251
"840_49_035",-1679.15461632052,-854.609695107797,-7830.57616152737,-7848.37361772279
"840_49_036",-2005.19643121605,-870.804000764403,-6591.07318745625,-6597.65044377411
"840_49_037",-1544.11765097149,-890.989829743603,-5320.07975536217,-5319.96959310258
"840_49_038",-1158.33107310921,-770.368260221387,-4396.99051206324,-4396.91354753177
"840_49_039",-1924.87296930529,-824.891218831461,-5811.20436901316,-5818.88673991552
"840_49_040",-1429.67055752735,-733.85534824075,-3357.55790652032,-3359.85089492168
"840_49_041",-2245.50944526947,-964.936009926173,-9625.64134940744,-9668.41916598876
"840_49_051",-1574.9425451198,-773.062334492737,-5044.44567277816,-5056.56074129111
"840_49_055",-1531.8580176255,-843.688785602158,-5379.83565585024,-5398.38942352227
"840_49_057",-1381.44423539386,-656.886546612495,-6810.36905753236,-6827.88458872137
"840_49_058",-2236.35153375348,-912.872208012399,-6519.06896784293,-6534.57646703572
"840_49_059",-2123.55822633769,-886.491693408113,-6239.08962356516,-6238.1220617133
"840_49_063",-1050.16068863954,-671.748984255751,-4945.43892305239,-4957.44894902816
"840_49_070",-2798.50371836424,-991.170754658101,-10337.3848016557,-10355.7071172629
"840_49_073",-710.41729055931,-492.685768500673,-3709.11094484276,-3713.83785267967
"840_49_126",-891.549305992593,-600.565812539405,-4637.17083454527,-4655.26219813051
"840_49_128",-1894.39687288352,-865.429396023145,-4955.44148318806,-4965.34372617311
"840_49_131",-1659.8324212394,-872.684911994848,-4871.51550389179,-4871.38949598446
"840_49_134",-1181.20900911779,-655.035822211534,-4002.6827897896,-4008.87183030505
"840_49_143",-1350.7795829485,-858.939866768798,-4514.56574628582,-4525.31980881133
"840_49_146",-714.329942838794,-499.808494141078,-1943.55921580027,-1945.39479840166
"840_49_165",-1890.0757818513,-857.059218825057,-7678.61766339041,-7688.47538628859
"840_49_168",-993.695647127437,-610.124162625826,-3538.42447623835,-3544.97677771348
"840_49_172",-959.25977777526,-604.149093885025,-4170.81981173572,-4183.10494022612
"840_49_230",-1512.04776241597,-967.209472219575,-6696.63527816254,-6724.90401652354
"840_49_914",-1141.39242938,-609.357933035375,-2953.69747147641,-2966.72468121931
"840_49_915",-1114.47794053556,-628.057774871786,-3159.33135865059,-3174.06179172898
"840_50_001",-1737.09862415325,-804.864215078171,-7980.90865879319,-7997.130121423
"840_50_003",-736.884397922118,-540.536110731214,-4069.09644801204,-4100.69355104993
"840_50_004",-852.480529129569,-469.000212568099,-4087.57975218713,-4091.72748836719
"840_50_006",-1206.33344643483,-678.059229057155,-5969.23475552292,-5990.62212641491
"840_50_007",-1053.46541902694,-643.131679545462,-3839.92860203079,-3854.79463151352
"840_50_008",-1119.65233720327,-604.295042388957,-4664.30273317501,-4675.8691163766
"840_50_009",-2165.95872431983,-831.964508131809,-8158.04842495134,-8181.80600513274
"840_50_011",-2594.27442660108,-924.156781642918,-7139.97326876886,-7160.20602722992
"840_50_013",-1088.91530620658,-582.148367772341,-3985.14683074852,-3999.36325162141
"840_50_015",-2139.98444712445,-913.817695162499,-6167.97123669523,-6169.38199738248
"840_50_016",-1769.9827736704,-718.150557158904,-5426.68737447876,-5437.9095787475
"840_50_017",-1615.74037303236,-721.449899254758,-4770.58808808765,-4781.81438998319
"840_50_019",-1894.89562073005,-881.690758204163,-5646.05261379825,-5652.11962176926
"840_50_020",-1237.55792063392,-566.788625818133,-4131.30440157652,-4146.02160898299
"840_50_021",-2292.73556512156,-722.155973623914,-8165.16840264385,-8184.0470798782
"840_50_022",-1402.55607006258,-811.659210823355,-3374.32562176033,-3376.47849889718
"840_50_024",-1209.10666015382,-748.887636043141,-3822.00168800971,-3830.70439056988
"840_50_028",-2047.62150352404,-940.225010971715,-4977.05654555149,-4980.7263045557
"840_50_029",-2179.25201116283,-885.388011948666,-6539.5199797999,-6554.36468799968
"840_50_031",-1079.83656294283,-514.945646662741,-2988.09843777277,-2988.14871960051
"840_50_032",-557.270371765111,-425.832649542182,-1655.50110243428,-1664.02698159695
"840_50_033",-988.672421617873,-573.309249227387,-3149.34023548341,-3161.20765847403
"840_50_034",-1385.70007392215,-683.138340658647,-3829.94931083213,-3840.3874103204
"840_50_035",-1567.18022731207,-771.017667049632,-4444.41404579464,-4452.51640399974
"840_50_037",-952.65015401744,-623.04781084766,-2212.37829192936,-2217.89597685789
"840_50_038",-594.78033526988,-352.622795785033,-1431.41978139626,-1430.43512275598
"840_50_041",-1948.54445832883,-759.561763006867,-6162.05213326105,-6167.88508317643
"840_50_042",-901.428657299814,-597.384517338972,-1867.55856588794,-1874.40027994831
"840_50_043",-1644.9551530804,-595.71819381176,-4683.37265920645,-4691.04441356793
"840_50_044",-2478.73328886732,-803.708435951732,-7496.74295948084,-7508.82318326645
"840_50_046",-1406.31026234236,-707.680995639731,-3800.98471795043,-3807.7727549824
"840_50_047",-2753.38003035306,-1065.75567166438,-8664.28572809735,-8673.32148595475
"840_50_048",-1118.33856713915,-524.591006159394,-3031.18558722249,-3035.82507518775
"840_50_049",-2192.79706317433,-797.45002699426,-6065.0687300077,-6085.70473687684
"840_50_050",-1565.95203173808,-742.566085725372,-4885.45242956497,-4892.80340364705
"840_50_051",-1620.01189157197,-837.928215141034,-4513.64008536313,-4518.67942563486
"840_50_053",-964.206199025366,-639.559979227664,-4209.09853097235,-4217.46257277199
"840_50_055",-1762.59639088941,-743.030073508101,-6608.84108858017,-6632.12287882688
"840_50_057",-1998.39571510613,-712.893107942338,-6734.05646521682,-6757.40213674869
"840_50_058",-1307.95146314027,-714.822295062527,-4283.86615078997,-4286.65760389335
"840_50_059",-2172.62619158622,-745.311599172428,-6591.24512084663,-6605.46940771002
"840_50_060",-1395.49281784443,-675.131216069335,-4900.94309034387,-4920.32822598689
"840_50_061",-1708.25627970931,-706.537158756907,-5103.76146012585,-5105.34080235364
"840_50_064",-1763.91901375501,-820.855662927114,-5313.34437620962,-5315.62557454713
"840_50_065",-2334.25317647042,-1014.97317462526,-6408.97915145636,-6415.6512551998
"840_50_066",-1087.74519001172,-560.478073197761,-3351.52450614143,-3347.30268739215
"840_50_067",-1452.04198348199,-844.631327320438,-4084.56512430109,-4093.1249138773
"840_50_068",-2325.60132586069,-1008.31199913998,-5458.14344354332,-5468.69332520289
"840_50_069",-2534.27282397749,-1085.14740533267,-6668.27713839194,-6667.5943286941
"840_50_070",-3755.94703484354,-1158.58850412331,-10837.0548528238,-10861.4506167044
"840_50_071",-850.189114766946,-515.094934101318,-2461.02035543632,-2459.61077851528
"840_50_072",-938.592654077784,-589.830951158689,-3548.90732507156,-3554.71025323456
"840_50_073",-1243.611099263,-631.606004684838,-3854.83429282186,-3871.17789901338
"840_50_077",-1577.79972134616,-594.066637382544,-5858.86727623246,-5878.17545117397
"840_50_078",-1798.42243616955,-790.629567803885,-4497.18376485982,-4523.24630379163
"840_50_080",-768.230454427894,-585.602681507754,-2672.71480157281,-2686.79400068637
"840_50_081",-2767.6425355081,-943.660718194572,-8522.05604492594,-8539.28295039231
"840_50_082",-2831.01158663444,-978.573486436526,-8500.72548335598,-8508.40233090016
"840_50_102",-1466.0952112732,-814.769172654715,-6021.36890479549,-6038.51382966032
"840_51_002",-1222.05866048054,-609.481612490111,-3989.71432946067,-3985.79558599723
"840_51_006",-1667.68454291024,-780.705014985395,-5428.48707562091,-5430.74091678985
"840_51_007",-1443.65393011914,-687.346913361436,-6116.63997631932,-6130.86364587361
"840_51_008",-1149.19331916728,-647.4378447072,-3514.8906133297,-3513.91374286754
"840_51_010",-846.985683569928,-577.257565396667,-2410.72870570879,-2406.51040388098
"840_51_012",-802.51469006376,-583.490366069809,-2908.8948059963,-2910.70158482253
"840_51_015",-1059.70499912563,-631.270187061609,-3167.98335407507,-3164.15571487843
"840_51_016",-1051.53711814903,-616.691908416822,-3123.1182161159,-3116.45597504269
"840_51_017",-1446.26363014824,-671.032844571577,-4792.69417902639,-4798.23773852669
"840_51_018",-1157.80146444807,-685.486637943649,-3773.34014125519,-3780.19177009365
"840_51_020",-1544.92225183648,-740.600471979096,-4621.54729687577,-4613.46695440243
"840_51_023",-1794.95231538001,-803.471205659927,-6336.93709176942,-6344.58583999139
"840_51_025",-914.15630846929,-587.052346307438,-3075.58513591578,-3081.90010220514
"840_51_026",-1329.31891254357,-602.489141403738,-5135.18628462726,-5153.03564870719
"840_51_027",-1461.809741524,-715.982096827839,-5013.66246994119,-5019.34596674677
"840_51_028",-836.024136426695,-570.077796888843,-2730.41665974634,-2737.53627928972
"840_51_030",-1123.7163028915,-672.410621251064,-4336.65713486946,-4330.94404322984
"840_51_031",-1207.40786272933,-635.061440427977,-4209.55537614673,-4210.84968553386
"840_51_032",-1026.55692777185,-523.582277657424,-3470.2371337132,-3476.81901007878
"840_51_033",-937.853531579969,-570.884070804054,-3458.63107900662,-3455.9308287449
"840_51_034",-1094.47142232251,-630.952392832712,-4758.66325297455,-4777.46892483066
"840_51_035",-1016.15879559813,-562.219509939514,-2699.46894984654,-2700.52111801253
"840_51_036",-1683.76728538964,-795.988129826988,-7072.69051454672,-7092.8773344299
"840_51_037",-895.737649363837,-539.380551639734,-3193.20448597888,-3193.54268236773
"840_51_038",-1107.31295236679,-609.03436564951,-3363.37030302148,-3363.18189728799
"840_51_039",-862.244969798463,-551.472635316096,-2957.39880692737,-2959.9310783351
"840_51_040",-946.274953776306,-520.952104036905,-4667.31674654975,-4689.87437282753
"840_51_041",-833.578823191615,-519.538780417395,-2037.59113555512,-2030.70016206939
"840_51_042",-1083.51475129956,-576.03944024953,-3407.70545862528,-3417.71583509727
"840_51_043",-1085.46603403742,-625.967925966522,-4297.3939418903,-4305.21081164724
"840_51_101",-972.386795411876,-498.562452876755,-2664.61896732566,-2662.96531413433
"840_51_104",-1134.29426477931,-663.650803492281,-5556.78742448372,-5570.45027651923
"840_51_113",-1016.19683161675,-672.392521781669,-3499.18973083051,-3502.8116320863
"840_51_119",-1084.80763260333,-684.922270478654,-4073.04543621931,-4072.59691137003
"840_51_205",-1097.07862819497,-689.969198215404,-4637.82684705409,-4646.87721332868
"840_51_224",-431.493969068393,-339.374532256499,-1096.71184955563,-1097.66407201544
"840_51_229",-1077.6042065976,-545.99056011282,-2929.08946771982,-2923.58056137709
"840_52_001",-1357.25356264404,-729.016876743303,-7867.49062262143,-7896.87432915617
"840_52_002",-1047.60566156123,-717.467985803628,-3796.32329707363,-3797.33657542102
"840_52_003",-1103.7807278269,-707.244714824461,-4016.73601445642,-4020.89457711697
"840_52_004",-1222.1053255595,-739.791106684137,-3907.16824815486,-3917.45106405867
"840_52_006",-856.916819109389,-590.350469793801,-2688.16300615468,-2695.16052396774
"840_52_007",-1293.90778110713,-856.636186364032,-7927.83790065822,-7958.62233731664
"840_52_008",-1414.90488291549,-854.801822159437,-4626.85805198814,-4630.36222613983
"840_52_010",-1136.22147024842,-699.518910339644,-4907.05172040679,-4908.41770127881
"840_52_011",-847.756817536738,-583.705208072381,-3178.35514334581,-3177.53108064644
"840_52_013",-975.302533577202,-664.26617102278,-3911.51051930706,-3915.22563016847
"840_52_014",-1587.68574948017,-824.77958748723,-4986.6163407654,-4986.98333940217
"840_52_015",-1324.93107553566,-756.360074367623,-5168.97115530472,-5174.20980014202
"840_52_016",-1387.39442063567,-710.452598328052,-6084.504857121,-6102.27300315574
"840_52_018",-1119.2329582784,-764.902342001458,-3668.1064689944,-3668.80389757204
"840_52_019",-1361.04461303567,-851.692302677701,-4856.71260718655,-4860.53460185614
"840_52_020",-1294.35393255583,-804.545035207647,-4084.9269413221,-4084.42785201672
"840_52_021",-936.971268973742,-664.052450989208,-3806.36282867224,-3807.6528304572
"840_52_027",-1073.80024500997,-752.904875374502,-4161.80527262631,-4175.01477807282
"840_52_032",-1771.82131063482,-862.201368755873,-6034.31092256609,-6031.37660859758
"840_52_034",-1616.39661334038,-846.009861245112,-6207.4420515249,-6208.04611630134
"840_52_035",-1868.13605389429,-821.11128823952,-5827.16384382176,-5825.65228264499
"840_52_052",-1245.30907184757,-663.339067184475,-3741.0187941883,-3734.97527209347
"840_52_053",-1074.67516657242,-582.789397388646,-3262.7801932368,-3264.87006224838
"840_52_054",-638.412205953046,-422.754413318289,-1780.26181402362,-1791.67994297124
"840_52_055",-1821.96984956563,-909.532863247485,-5507.18493602776,-5512.89287006243
"840_52_056",-1485.79471360293,-800.880206022902,-5533.11425648133,-5529.63831189426
"840_52_057",-1286.69278625998,-798.724581774274,-3927.81890031804,-3922.42177783357
"840_52_058",-863.190234412383,-567.149336588674,-2304.53176197171,-2308.73882760475
"840_52_059",-864.192263548299,-541.042501725393,-2763.56643289235,-2762.18074038175
"840_52_061",-1199.23084450141,-794.685032867267,-4423.0003170903,-4423.00851882212
"840_52_062",-1171.59507652008,-719.552121794314,-3599.37559803332,-3599.54230038045
"840_52_066",-945.086205768135,-598.411524703443,-4035.63204336397,-4030.29396754194
"840_52_067",-841.53815106424,-661.163380365329,-3717.60619646013,-3719.16950422637
"840_52_068",-1770.29125497682,-826.994109506056,-7222.23842151113,-7227.51854117206
"840_52_070",-2763.03946275516,-1015.80699663576,-10160.9501188409,-10174.8110372954
"840_52_109",-815.225270365607,-620.257869866513,-2169.39417157808,-2168.48827974575
"840_52_122",-759.09015733447,-604.617690775803,-2915.10361892364,-2920.62306115052
"840_52_124",-1647.44856483459,-710.719477040638,-5489.73907485995,-5501.30812062774
"840_52_126",-1102.01672915609,-799.629939056384,-4940.16816333554,-4946.31687870324
"840_52_130",-897.562349896189,-567.587302106056,-4943.19722477761,-4963.40099935679
"840_52_131",-917.206598853631,-664.938739958119,-4478.74651349179,-4485.04526497833
"840_52_133",-1665.82304965947,-856.366326833651,-7144.47986961703,-7157.09700243021
"840_52_136",-1151.04153140307,-722.391742625842,-4832.82267243842,-4840.52989728054
"840_53_001",-989.87747999844,-587.709368298186,-2819.1221940743,-2820.1055227504
"840_53_002",-1467.99148169312,-914.686275532766,-4168.23480443776,-4179.36327911771
"840_53_006",-1651.71084741441,-621.413176246212,-5243.93875163668,-5265.450824286
"840_53_007",-1187.53714795161,-635.495080973305,-3355.82230346401,-3360.36001040837
"840_53_008",-1055.94396254552,-618.703234347492,-4361.6297416283,-4381.2678798956
"840_53_009",-1225.6531432878,-559.429900951123,-4415.48686643526,-4423.70737399466
"840_53_010",-594.249496920203,-497.553749792713,-3967.86899553963,-3985.22953927811
"840_53_011",-849.019242163684,-495.678357465379,-4705.6989639843,-4717.18957844678
"840_53_012",-628.660660140302,-368.536754354258,-3433.93077869368,-3434.87489219642
"840_53_013",-705.383332714777,-503.143044381944,-1599.86108186195,-1606.8275804313
"840_53_014",-1149.02462633612,-716.573719486812,-5334.35548479377,-5358.92902276391
"840_53_015",-981.507545271798,-555.07390914407,-2453.46320582871,-2461.23259484807
"840_53_016",-1484.24081993266,-834.819200805485,-4998.75657343703,-5019.974970519
"840_53_017",-1023.84337118628,-532.784832304331,-3535.37625113849,-3536.38379335759
"840_53_018",-1640.36175516554,-871.91336714635,-5663.79102180078,-5665.62918320975
"840_53_019",-618.298345521167,-459.038447008922,-2711.77768553949,-2738.15877070829
"840_53_021",-480.097687852878,-313.22868554458,-2993.9266291203,-2997.04896621994
"840_53_022",-880.741325391688,-355.999428996224,-3913.60233086008,-3922.47427910556
"840_53_023",-1048.90588680171,-480.27973134946,-4679.65026260282,-4689.82098324053
"840_53_024",-1111.10768272516,-485.205963870696,-3599.74385584962,-3613.85098395198
"840_53_025",-726.317640694719,-491.962511962415,-1959.01067921892,-1964.94390870539
"840_53_026",-701.741940680421,-443.52300932004,-1908.74275251445,-1919.00885654013
"840_53_027",-818.279999419847,-592.54526721399,-2510.0643076682,-2519.01803791107
"840_53_028",-850.564224346964,-494.983469481701,-3061.2577886846,-3067.9977828772
"840_53_029",-2006.32933783918,-698.809122907298,-7892.48239397094,-7911.74846832306
"840_53_030",-972.429855683434,-581.170648967287,-5095.44991812058,-5123.18132811135
"840_53_034",-945.07970443353,-497.571357146603,-5191.96114454297,-5214.41806231488
"840_53_035",-1497.05594658839,-516.238985261482,-5262.16442572183,-5281.66278463474
"840_53_036",-795.407674122141,-526.868758709448,-1971.99629724293,-1973.99284456677
"840_53_038",-1257.06661539485,-789.195688576183,-5741.45075746011,-5760.79684952414
"840_53_039",-1113.11220016724,-577.067467001121,-4336.18775029675,-4342.80441083728
"840_53_040",-1747.65668925989,-877.39567420776,-5996.11009952836,-6009.57461031789
"840_53_041",-677.251743249421,-498.516337962448,-2209.57565316598,-2220.35164523433
"840_53_042",-690.13260688758,-437.078120100047,-2332.16452990003,-2339.13193498346
"840_53_043",-841.139143900337,-513.989897793261,-6397.75995663697,-6431.63799237568
"840_53_046",-2087.72392963056,-702.233921294855,-6461.76994414786,-6477.64469028254
"840_53_047",-1243.50279182309,-552.608686730442,-3650.12427137896,-3656.21823543928
"840_53_063",-542.141303633744,-379.543568439489,-1600.05754183052,-1602.43141569154
"840_53_064",-1820.12341229237,-782.421427077445,-4235.96627097238,-4232.37707025213
"840_53_074",-1836.58119845459,-756.424979076106,-7306.60721658175,-7322.86020922709
"840_53_086",-674.499200956599,-449.70706724984,-1429.06162422081,-1436.04962476716
"840_53_087",-785.764193270828,-521.918338515174,-2101.50293102682,-2104.5666738868
"840_53_097",-1142.82021242527,-552.841195795474,-3230.82476152784,-3230.48261755115
"840_53_103",-857.461480074807,-626.734642543505,-2438.9444759807,-2453.61259064215
"840_53_105",-1771.29556215149,-699.312198842105,-6812.51400665568,-6833.40094308494
"840_53_137",-1616.34809508161,-791.839573884693,-6001.92312480831,-6014.49942985181
"840_54_001",-1424.6409497925,-736.922853953496,-4131.41861297864,-4138.59408512348
"840_54_002",-878.534865299686,-554.412515084961,-2812.88041307775,-2817.82337284978
"840_54_004",-631.744409734775,-444.323870971807,-2876.69587472818,-2893.08138435052
"840_54_005",-704.745508115432,-494.090345459633,-3155.03152295486,-3159.45410318776
"840_54_007",-1241.19837867282,-637.561290930935,-5963.38194143845,-5972.2628309575
"840_54_008",-1837.73668157052,-631.546495619209,-8136.96490914259,-8150.16851092503
"840_54_012",-1440.71473454781,-543.743297605198,-6641.11567467947,-6653.17572760076
"840_54_013",-828.88624051511,-586.132235696261,-4555.33982806798,-4588.94704870435
"840_54_014",-2353.82870195816,-671.07881006204,-11868.6205642842,-11885.1828012731
"840_54_015",-2464.43653475149,-791.837372602537,-8615.24217638736,-8627.26209235335
"840_54_017",-911.187451960183,-552.514511843366,-4510.67935354508,-4516.31681401192
"840_54_020",-1794.19239581833,-681.102466066307,-8473.04430834425,-8493.48875957571
"840_54_021",-858.779563435561,-529.03774975894,-4439.66649824992,-4458.68532346111
"840_54_022",-2002.8485055114,-890.830100281444,-6139.61154599179,-6146.48370784908
"840_54_023",-1415.46532009686,-787.990597467272,-7398.83439405819,-7413.19304885759
"840_54_025",-787.028545776596,-557.819231326599,-3311.65181322156,-3323.64906620399
"840_54_031",-1232.01724828649,-733.002434973009,-4690.17086489489,-4700.40112339124
"840_54_032",-1927.47637961344,-738.628787083909,-8703.32870388103,-8714.03612329343
"840_54_033",-510.343394059473,-385.414346571276,-3370.15219145732,-3384.5190607159
"840_54_034",-684.999031705141,-504.152962522816,-3858.01135556278,-3877.9329255726
"840_54_035",-1847.88244133753,-738.303636677439,-6067.10093023589,-6065.82982841505
"840_54_036",-1024.09238564663,-527.183149626781,-3857.43648096389,-3883.54600305817
"840_54_037",-898.962659640935,-572.154497000259,-6094.72625258036,-6117.02931696149
"840_54_038",-828.181796396322,-559.17593830453,-5838.16339746054,-5861.17660144922
"840_54_039",-1292.58271480527,-682.306395895843,-4406.50355476796,-4417.92026341261
"840_54_040",-1105.40347880211,-619.788545847951,-8197.94028668579,-8231.08665058325
"840_54_041",-2153.83408898942,-853.439603953186,-7426.14387692541,-7451.33266974265
"840_54_043",-771.950958339059,-438.430463763228,-4344.34637439715,-4362.57462516594
"840_54_044",-570.809893111655,-477.15704433986,-2198.15142572088,-2213.50090534912
"840_54_103",-939.850719507438,-667.935015517976,-4193.99632294178,-4206.97704043432
"840_54_119",-1382.78299379416,-681.242303391456,-7438.61351100755,-7464.77952933303
"840_54_124",-1686.25078233118,-589.645524756041,-6381.36479109628,-6397.56179930732
"840_54_130",-779.252378112151,-527.543663365086,-5198.6206423305,-5226.56523848269
"840_55_006",-1067.04644135111,-577.811428581442,-3473.52486436304,-3483.00687653586
"840_55_007",-732.041763892146,-387.07729970734,-2376.86791723127,-2388.27828529977
"840_55_009",-410.45764074148,-306.386066043112,-1204.53656141395,-1212.34280711208
"840_55_011",-672.267596451286,-351.59333492925,-2459.32146447338,-2464.5563138124
"840_55_012",-487.706592899518,-287.114681779579,-1828.59617270804,-1830.91386825123
"840_55_016",-1245.89682908829,-485.824382807017,-4011.55439030969,-4032.19484754555
"840_55_017",-652.046918653676,-355.229043700237,-2091.17921697516,-2106.57530488533
"840_55_018",-789.781558594463,-464.609818018459,-3153.29425445002,-3161.05428993427
"840_55_022",-1567.47440075783,-592.114810227991,-5379.45344063579,-5380.09599117173
"840_55_023",-912.10897977905,-572.528277419245,-2760.20661355533,-2773.53509564682
"840_55_027",-447.900901974688,-295.611188915835,-1086.24810012488,-1086.31848833954
"840_55_028",-454.092890967668,-222.598176542048,-1497.33882356174,-1497.26521825301
"840_55_029",-193.736466234781,-134.389312916663,-485.594546444829,-486.914771544674
"840_55_032",-386.144235222457,-253.763152696252,-1427.03819140329,-1427.25737449361
"840_55_033",-490.709200733541,-267.14405308506,-1585.21502745649,-1587.85853784694
"840_55_037",-598.874831493385,-434.804844997348,-1355.66644776648,-1360.88645442226
"840_55_045",-540.213181534655,-339.832375164157,-1322.27224884107,-1320.7902698344
"840_55_101",-1769.00678579468,-577.449702233654,-5298.49543424352,-5315.20754535314
"840_55_114",-1313.3366328587,-523.650951856814,-6048.61902612507,-6074.0666644647
"840_55_121",-401.439437934128,-164.747326912342,-1324.56592698245,-1329.82880120744
"840_55_130",-207.720904738677,-148.880945501967,-537.025507192969,-536.2638717335
"840_55_143",-1378.97585079386,-724.291805624567,-4901.30387000459,-4907.28603202965
"840_58_001",-556.910359943263,-491.629830211921,-1685.29020053498,-1687.87454104094
"840_58_003",-1131.24382088901,-740.035977127482,-3715.48385225604,-3717.82594284972
"840_58_004",-979.332421636033,-662.112694075653,-3358.5824621784,-3360.66782937559
"840_58_006",-822.56422057606,-592.122016469076,-2585.4862555943,-2589.45787616195
"840_58_007",-1580.74350122867,-839.346066732601,-3871.3009259842,-3867.98854367233
"840_58_008",-1123.21234563929,-685.056940913375,-3302.69170020875,-3304.87697546429
"840_58_009",-1122.59399404038,-658.987200219157,-3669.62732162142,-3665.47918359096
"840_58_010",-938.480515948901,-597.967253540497,-2237.26386002052,-2241.06075626526
"840_58_011",-919.890576664978,-634.334672993523,-2614.46731635913,-2616.88126677967
"840_58_012",-820.220395933018,-582.555837080994,-2185.64908311067,-2191.01161899486
"840_58_013",-932.162327849542,-627.097343085731,-2751.18715301113,-2759.53677357245
"840_58_014",-1178.0732063787,-715.322125073295,-3728.96666193944,-3730.20274380952
"840_58_015",-934.988699700044,-682.679921960916,-3661.60781679697,-3671.91878614686
"840_58_017",-851.630962018634,-574.527558996318,-2376.64078390415,-2383.1405090708
"840_58_018",-1026.21851635047,-683.225721023967,-2530.99435585299,-2537.69241730665
"840_58_019",-1289.08855319611,-739.518778551026,-3472.24792594548,-3471.32584503214
"840_58_020",-1049.87528722145,-614.751150604067,-3283.23088761776,-3288.42316002663
"840_58_021",-1442.06548509977,-764.836836499751,-3878.0111937643,-3876.42189330772
"840_58_022",-1617.78539576591,-734.253834158091,-4994.83028986955,-4989.86692543573
"840_58_023",-718.508539478776,-501.970023589757,-1819.381285939,-1820.11616131992
"840_58_102",-1869.70912078209,-833.178706669523,-5388.07357990125,-5390.72253283213
"840_58_116",-796.181057494375,-526.831806329779,-2118.5292782082,-2124.07244450551
"840_59_001",-1512.35076564563,-709.260027710447,-5151.95407227669,-5155.95445353672
"840_59_002",-781.708227061747,-549.341937058831,-3208.62775375372,-3216.10414374137
"840_59_003",-1574.65662519682,-752.066581511347,-6349.05375056581,-6360.81418491768
"840_59_005",-1079.37920672839,-611.725017232185,-4052.40301559454,-4054.68652876866
"840_59_010",-730.958995986136,-541.776716275267,-2715.94974277029,-2717.60104421469
"840_59_011",-1845.97157776972,-741.508301090442,-8998.43464444182,-9016.70775146408
"840_59_013",-742.718256002018,-530.857982735248,-2522.24125362449,-2527.82163644636
"840_59_019",-1216.30147909809,-679.287896337882,-2833.36282160463,-2829.19637988774
"840_59_020",-1706.69124774021,-714.401951486271,-5131.11907224611,-5135.0852653775
